source,source_id,source_url,name,operator_raw,lat,lon,address,city,state,postcode,status_raw,year_built,building_levels,footprint_sqm,geometry_wkt,clli,website,pdb_net_count,pdb_ix_count,pdb_carrier_count,campus_raw,raw_json,footprint_sqft,facility_class,exclusion_rule,operator,operator_confidence,facility_id,source_list,n_sources,n_generator_units
epa_nei,15741311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=15741311,REGULUS,REGULUS,38.257072,-122.27406,860 LATOUR COURT,NAPA,CA,94558,,,,,,,,,,,,"{""eis_facility_id"": ""15741311"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,REGULUS,unresolved,,,,
epa_nei,13803911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=13803911,KAISER PERMANENTE,KAISER PERMANENTE,38.25386,-122.275668,2600 NAPA VALLY CRPRT DR,NAPA,CA,94558,,,,,,,,,,,,"{""eis_facility_id"": ""13803911"", ""n_units"": 11, ""primary_naics"": ""518210""}",,unknown,healthcare_facility,KAISER PERMANENTE,unresolved,,,,
epa_nei,9854911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=9854911,CHARTER COMMUNICATIONS,"ARCADIS US, INC",37.498787,-120.876008,733 N WALNUT AVE,TURLOCK,CA,95380,,,,,,,,,,,,"{""eis_facility_id"": ""9854911"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,"ARCADIS US, INC",unresolved,,,,
epa_nei,9868111,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=9868111,"ECONTACTLIVE, INC.","ECONTACTLIVE, INC.",37.733662,-120.958526,6436 OAKDALE RD,RIVERBANK,CA,95367,,,,,,,,,,,,"{""eis_facility_id"": ""9868111"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,"ECONTACTLIVE, INC.",unresolved,,,,
epa_nei,9999311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=9999311,"FUJITSU TECHNOLOGY AND BUSINESS OF AMERICA, INC","FUJITSU TECHNOLOGY AND BUSINESS OF AMERICA, INC",37.378501,-121.998015,SUNNYVALE CAMPUS,SUNNYVALE,CA,94088,,,,,,,,,,,,"{""eis_facility_id"": ""9999311"", ""n_units"": 7, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,"FUJITSU TECHNOLOGY AND BUSINESS OF AMERICA, INC",unresolved,,,,
epa_nei,14179811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14179811,CISCO SYSTEMS,CISCO SYSTEMS,37.3879,-122.05819,364 FERGUSON DRIVE,MOUNTAIN VIEW,CA,94043,,,,,,,,,,,,"{""eis_facility_id"": ""14179811"", ""n_units"": 6, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,CISCO SYSTEMS,unresolved,,,,
epa_nei,15975011,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=15975011,WAVE BROADBAND,WAVE BROADBAND,37.37605,-121.953311,3080 RAYMOND STREET,SANTA CLARA,CA,95054,,,,,,,,,,,,"{""eis_facility_id"": ""15975011"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,WAVE BROADBAND,unresolved,,,,
epa_nei,764611,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=764611,"CISCO SYSTEMS, SITE 4 CAMPUS, BLDGS 1-19","CISCO SYSTEMS, SITE 4 CAMPUS, BLDGS 1-19",37.411722,-121.93182,300 E TASMAN DRIVE,SAN JOSE,CA,95134,,,,,,,,,,,,"{""eis_facility_id"": ""764611"", ""n_units"": 35, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,"CISCO SYSTEMS, SITE 4 CAMPUS, BLDGS 1-19",unresolved,,,,
epa_nei,18617511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18617511,FUJITSU AMERICA INC SUNNYVALE,FUJITSU AMERICA INC SUNNYVALE,37.378672,-121.991598,1230 E ARQUES AVENUE,SUNNYVALE,CA,94085,,,,,,,,,,,,"{""eis_facility_id"": ""18617511"", ""n_units"": 3, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,FUJITSU AMERICA INC SUNNYVALE,unresolved,,,,
epa_nei,9995711,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=9995711,VERIZON BUSINESS,VERIZON BUSINESS,37.337836,-121.909737,500 STOCKTON AVENUE,SAN JOSE,CA,95126,,,,,,,,,,,,"{""eis_facility_id"": ""9995711"", ""n_units"": 2, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Verizon,alias,,,,
epa_nei,19660811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=19660811,VERIZON MEDIA,VERIZON MEDIA,37.419403,-122.033656,700 1ST AVENUE,SUNNYVALE,CA,94089,,,,,,,,,,,,"{""eis_facility_id"": ""19660811"", ""n_units"": 3, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Verizon,alias_token,,,,
epa_nei,17284111,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=17284111,AVNET  INC,AVNET  INC,37.393764,-121.923107,2580 JUNCTION AVENUE,SAN JOSE,CA,95134,,,,,,,,,,,,"{""eis_facility_id"": ""17284111"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,AVNET  INC,unresolved,,,,
epa_nei,9978511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=9978511,DELIVEREX,DELIVEREX,37.378577,-121.913677,2030 ZANKER ROAD,SAN JOSE,CA,95131,,,,,,,,,,,,"{""eis_facility_id"": ""9978511"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,DELIVEREX,unresolved,,,,
epa_nei,1547311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=1547311,LEVEL 3 COMMUNICATIONS LLC,LEVEL 3 COMMUNICATIONS LLC,37.37379,-121.99693,1380 KIFER ROAD,SUNNYVALE,CA,94086,,,,,,,,,,,,"{""eis_facility_id"": ""1547311"", ""n_units"": 4, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,14253911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14253911,LEVEL 3 COMMUNICATIONS,LEVEL 3 COMMUNICATIONS,37.376825,-121.953266,3045 RAYMOND STREET,SANTA CLARA,CA,95054,,,,,,,,,,,,"{""eis_facility_id"": ""14253911"", ""n_units"": 2, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,15974911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=15974911,"ISCS, INC",ISCS  INC,37.233021,-121.778973,"100 GREAT OAKS BLVD, SUITE 100",SAN JOSE,CA,95119,,,,,,,,,,,,"{""eis_facility_id"": ""15974911"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,ISCS  INC,unresolved,,,,
epa_nei,14291311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14291311,AT&T,AT&T,37.418466,-121.943093,400 HOLGER WAY,SAN JOSE,CA,95134,,,,,,,,,,,,"{""eis_facility_id"": ""14291311"", ""n_units"": 3, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,AT&T,alias,,,,
epa_nei,10057211,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=10057211,CBS INC,CBS INC,37.786283,-122.397458,235 2ND STREET,SAN FRANCISCO,CA,94105,,,,,,,,,,,,"{""eis_facility_id"": ""10057211"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,CBS INC,unresolved,,,,
epa_nei,14233811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14233811,LEVEL 3 COMMUNICATIONS LLC,LEVEL 3 COMMUNICATIONS LLC,37.724992,-122.397232,200 PAUL AVENUE,SAN FRANCISCO,CA,94124,,,,,,,,,,,,"{""eis_facility_id"": ""14233811"", ""n_units"": 2, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,18195511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18195511,KAISER PERMANENTE,KAISER PERMANENTE,37.767913,-122.39545,1600 OWENS STREET,SAN FRANCISCO,CA,94158,,,,,,,,,,,,"{""eis_facility_id"": ""18195511"", ""n_units"": 3, ""primary_naics"": ""518210""}",,unknown,healthcare_facility,KAISER PERMANENTE,unresolved,,,,
epa_nei,3125811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=3125811,AT&T,AT&T,37.785279,-122.396932,611 FOLSOM STREET,SAN FRANCISCO,CA,94107,,,,,,,,,,,,"{""eis_facility_id"": ""3125811"", ""n_units"": 3, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,AT&T,alias,,,,
epa_nei,18142411,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18142411,LEVEL 3 COMMUNICATIONS - WILDWOOD,"LEVEL 3 COMMUNICATIONS, LLC",40.3853,-123.03626,700 WILDWOOD ROAD,WILDWOOD,CA,96076,,,,,,,,,,,,"{""eis_facility_id"": ""18142411"", ""n_units"": 1, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,18142511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18142511,LEVEL 3 COMMUNICATIONS - MAD RIVER,"LEVEL 3 COMMUNICATIONS, LLC",40.43316,-123.47269,5391 STATE HWY 36,MAD RIVER,CA,95526,,,,,,,,,,,,"{""eis_facility_id"": ""18142511"", ""n_units"": 1, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
,,,"COMPUTER SERVICES, INC.",,38.587,-121.569,"970 RIVERSIDE PARKWAY, SUITE 50",WEST SACRAMENTO,,95605,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,"COMPUTER SERVICES, INC.",unresolved,computer-services-inc-1e4ae5,epa_nei,1.0,1.0
,,,FACEBOOK INC,,37.547174,-122.068109,FREMONT CAMPUS,FREMONT,,94555,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-inc-183fca,epa_nei,1.0,1.0
,,,XO COMMUNICATIONS INC,,37.475372,-121.922065,47923 WARM SPRINGS BLVD,FREMONT,,94539,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,XO COMMUNICATIONS INC,unresolved,xo-communications-inc-eb150c,epa_nei,1.0,2.0
,,,FACEBOOK,,37.554417,-122.066411,6422 COMMERCE DRIVE,FREMONT,,94555,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-7c315d,epa_nei,1.0,1.0
,,,GOOGLE - MENTOR DRIVE,,34.43226,-119.812942,301 MENTOR DRIVE,SANTA BARBARA,,93111,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-mentor-drive-13e16d,epa_nei,1.0,2.0
,,,GOOGLE  LLC,,37.646011,-122.400264,180 UTAH AVE,S SAN FRAN,,94080,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-3fb56f,epa_nei,1.0,1.0
,,,RV VI 777 MARINERS  LLC,,37.561855,-122.287344,777 MARINERS ISLAND BLVD,SAN MATEO,,94404,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,RV VI 777 MARINERS  LLC,unresolved,rv-vi-777-mariners-llc-2bf05b,epa_nei,1.0,1.0
,,,GOOGLE INC,,37.51123,-122.200601,1700 SEAPORT BOULEVARD,REDWOOD CITY,,94063,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-inc-38c7f2,epa_nei,1.0,1.0
,,,GOOGLE INC,,37.514259,-122.202344,1300 SEAPORT BOULEVARD,REDWOOD CITY,,94063,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-inc-39c4d0,epa_nei,1.0,1.0
,,,FACEBOOK,,37.477034,-122.14825,1080 HAMILTON COURT,MENLO PARK,,94025,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-56b44d,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.513293,-122.208906,1200 SEAPORT BOULEVARD,REDWOOD CITY,,94063,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-7dc87f,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.629056,-122.424478,900 CHERRY AVENUE,SAN BRUNO,,94066,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-46c4bd,epa_nei,1.0,1.0
,,,FACEBOOK,,37.479211,-122.171728,JEFFERSON DRIVE,MENLO PARK,,94025,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-9cdda6,epa_nei,1.0,2.0
,,,GOOGLE INC,,37.510004,-122.19972,1600 SEAPORT BOULEVARD,REDWOOD CITY,,94063,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-inc-59644a,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.509557,-122.20287,1900 SEAPORT BOULEVARD,REDWOOD CITY,,94063,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-09b389,epa_nei,1.0,1.0
,,,GOOGLE INC,,37.629897,-122.419519,999 BAYHILL DRIVE,SAN BRUNO,,94066,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-inc-d717d3,epa_nei,1.0,1.0
,,,STANFORD UNIVERSITY DATA CENTER,,37.413248,-122.198886,2575 SAND HILL ROAD,MENLO PARK,,94025,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,STANFORD UNIVERSITY DATA CENTER,unresolved,stanford-university-data-center-d177f3,epa_nei,1.0,2.0
,,,FACEBOOK MPK61,,37.482662,-122.177405,150 INDEPENDENCE DR,MENLO PARK,,94025,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-mpk61-d3605a,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.427986,-121.965758,5093 DISK DR,SAN JOSE,,95134,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-2a4d07,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.406134,-122.065602,750 MOFFETT BLVD,MOUNTAIN VIEW,,94043,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-ba7d14,epa_nei,1.0,1.0
,,,VERINT,,37.370249,-121.973052,2550 WALSH AVENUE,SANTA CLARA,,95051,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,VERINT,unresolved,verint-06d812,epa_nei,1.0,1.0
,,,"ZAYO GROUP, LLC",,37.407382,-121.965885,5101 LAFAYETTE STREET,SANTA CLARA,,95054,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,"ZAYO GROUP, LLC",unresolved,zayo-group-llc-e5f5db,epa_nei,1.0,3.0
,,,COMSTOCK DATA CENTER,,37.373461,-121.95311,1201 COMSTOCK DRIVE,SANTA CLARA,,95054,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,COMSTOCK DATA CENTER,unresolved,comstock-data-center-6e2bac,epa_nei,1.0,3.0
,,,GOOGLE LLC,,37.406811,-122.012847,CROSSMAN CAMPUS,SUNNYVALE,,94089,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-193687,epa_nei,1.0,3.0
,,,EBAY / WPR,,37.295786,-121.930291,2145 HAMILTON AVENUE,SAN JOSE,,95125,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,EBAY / WPR,unresolved,ebay-wpr-61ef61,epa_nei,1.0,3.0
,,,GOOGLE LLC,,37.403027,-122.031186,803 ELEVENTH AVE,SUNNYVALE,,94089,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-d4bb8b,epa_nei,1.0,2.0
,,,GOOGLE LLC,,37.411988,-121.955568,"285 W TASMAN DR, BLDG I",SAN JOSE,,95134,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-e79947,epa_nei,1.0,1.0
,,,"MICRON TECHNOLOGY, INC",,37.417716,-121.95402,110 HOLGER WAY,SAN JOSE,,95134,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,"MICRON TECHNOLOGY, INC",unresolved,micron-technology-inc-c028b1,epa_nei,1.0,3.0
,,,MICROSOFT,,37.394169,-122.033725,755 N MATHILDA AVENUE,SUNNYVALE,,94085,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Microsoft,alias,microsoft-3778b1,epa_nei,1.0,1.0
,,,GOOGLE LLC,,37.400579,-122.047018,600 CLYDE AVE,MOUNTAIN VIEW,,94043,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-b4ebff,epa_nei,1.0,1.0
,,,LINKEDIN CORPORATION,,37.39241,-122.046943,700 E MIDDLEFIELD RD,MOUNTAIN VIEW,,94043,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,LINKEDIN CORPORATION,unresolved,linkedin-corporation-31ba71,epa_nei,1.0,2.0
,,,VDC I,,37.400074,-121.895188,2030 FORTUNE DRIVE,SAN JOSE,,95131,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,VDC I,unresolved,vdc-i-5e988d,epa_nei,1.0,3.0
,,,GOOGLE LLC,,37.398851,-122.059182,369 N WHISMAN ROAD,MOUNTAIN VIEW,,94043,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-2a5b1c,epa_nei,1.0,2.0
,,,"CYXTERA COMMUNICATIONS, LLC SN2",,37.373841,-121.996982,1320 KIFER ROAD,SUNNYVALE,,94086,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,Cyxtera,alias_token,cyxtera-communications-llc-sn2-94ac03,epa_nei,1.0,2.0
,,,1101 SPACE PARK PARTNERS  LLC,,37.376764,-121.953066,1101 SPACE PARK DR,SANTA CLARA,,95054,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,Unattributed (property SPV),unattributed,1101-space-park-partners-llc-246eeb,epa_nei,1.0,1.0
,,,TATA COMMUNICATIONS [AMERICA] INC,,37.376028,-121.953899,1100 SPACE PARK DRIVE,SANTA CLARA,,95054,,,,,,,,,,,,,,unknown,nei_only_insufficient_generator_fleet,TATA COMMUNICATIONS [AMERICA] INC,unresolved,tata-communications-america-inc-22918c,epa_nei,1.0,3.0
,,,GOOGLE LLC,,37.415782,-122.082004,1625 PLYMOUTH ST,MOUNTAIN VIEW,,94043,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-llc-c56b2a,epa_nei,1.0,1.0
,,,FACEBOOK INC,,37.790375,-122.39412,250 HOWARD STREET,SAN FRANCISCO,,94105,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Meta,alias,facebook-inc-025ebd,epa_nei,1.0,1.0
,,,"GOOGLE, INC",,37.792418,-122.391763,188 EMBARCADERO,SAN FRANCISCO,,94105,,,,,,,,,,,,,,hyperscale,nei_only_insufficient_generator_fleet,Google,alias,google-inc-59d4ce,epa_nei,1.0,1.0
